N°;NOMBRE;LATITUD;LONGITUD;MINERAL PRINCIPAL;PROVINCIA;ESTADO;OPERADOR
1;Juan Pablo II;-27,25156 ;-65,63062 ;Arena;Tucuman;Producción;Nacul Jorge Pablo
2;Papa Fco;-27,27566 ;-65,58597 ;Arena;Tucuman;Producción;Nacul Jorge Pablo
3;Aridos del Sali;-26,78038 ;-65,15973 ;Arena;Tucuman;Producción;Aridos del Sali
4;Coop. Trab. Alderetes;-26,75303 ;-65,14954 ;Arena;Tucuman;Producción;Coop. Trab. Alderetes
5;Los Porceles;-26,93632 ;-65,21565 ;Arena;Tucuman;Producción;Cuevas Juan José
6;San Andrés;-26,89531 ;-65,20611 ;Arena;Tucuman;Producción;Cuevas Juan José
7;Galindo Const.;-26,69531 ;-65,07574 ;Arena;Tucuman;Producción;Galindo Constr. S.R.L.
8;Munic. Monteros;-27,12946 ;-65,51311 ;Arena;Tucuman;Producción;Munic. Monteros
9;La Chimbera;-26,96399 ;-65,38311 ;Arena;Tucuman;Producción;Vicente Ariel Avila
10;Helpa;-26,73177 ;-65,11862 ;Arena;Tucuman;Producción;Helpa S.A.
11;Munic. Las Talitas;-26,76532 ;-65,16391 ;Arena;Tucuman;Producción;Munic. Las Talitas
12;Lules Norte;-26,91373 ;-65,33716 ;Arena;Tucuman;Producción;Munic. Lules
13;La Bolsa;-26,91939 ;-65,30303 ;Arena;Tucuman;Producción;Munic. Lules
14;San Rafael;-26,95806 ;-65,38976 ;Arena;Tucuman;Producción;Munic. Lules
15;Gael;-27,63859 ;-65,65443 ;Arena;Tucuman;Producción;Angelino Arroyo
16;Canseco;-26,62011 ;-65,37416 ;Arena;Tucuman;Producción;Canseco Oscar
17;Elias DG - Zerda;-27,11159 ;-65,52974 ;Arena;Tucuman;Producción;Elias Daniel Gustavo
18;Elias MD - Mandolo;-27,17271 ;-65,58724 ;Arena;Tucuman;Producción;Elias Mario Dante
19;Elias MD - Romano;-27,14958 ;-65,49582 ;Arena;Tucuman;Producción;Elias Mario Dante
20;González ME - Las Tipas;-26,23860 ;-65,50549 ;Arena;Tucuman;Producción;González, Ma. Carmen
21;El Bollero;-26,24310 ;-65,25034 ;Arena;Tucuman;Producción;González, Ma. Carmen
22;La Bolsa;-26,91603 ;-65,32342 ;Arena;Tucuman;Producción;Tradeco S.R.L
23;La Blanquita;-26,74295 ;-65,12919 ;Arena;Tucuman;Producción;Fernando L. López
24;La Granja - La Aguadita;-26,74205 ;-65,15693 ;Arena;Tucuman;Producción;Tradeco S.R.L
25;El Arenal;-26,96659 ;-65,22619 ;Arena;Tucuman;Producción;El Arenal S.H.
26;Limbadi;-26,68775 ;-65,17660 ;Arena;Tucuman;Producción;Limbadi S.R.L.
27;Limbadi;-26,55404 ;-65,25407 ;Arena;Tucuman;Producción;Limbadi S.R.L.
28;Hernandez;-27,26445 ;-65,60661 ;Arena;Tucuman;Producción;Hernández Francisco
29;Hernandez;-27,31467 ;-65,68843 ;Arena;Tucuman;Producción;Hernández Francisco
30;SD Final Overo Pozo;-26,83044 ;-64,86928 ;Arena;Tucuman;Producción;Perfiltra S.A.
31;Rojano;-27,26691 ;-65,58953 ;Arena;Tucuman;Producción;Rojano Miguel Angel e Hijos SRL
32;Rojano;-27,32836 ;-65,62123 ;Arena;Tucuman;Producción;Rojano Miguel Angel e Hijos SRL
33;Rojano;-27,36386 ;-65,83412 ;Arena;Tucuman;Producción;Rojano Miguel Angel e Hijos SRL
34;CCL - Lules;-26,92034 ;-65,31313 ;Arena;Tucuman;Producción;CCL SRL
35;Cantera Finar;-27,02648 ;-65,48985 ;Arena;Tucuman;Producción;Finar S.A.
36;Min Alumbrera;-27,37078 ;-65,88620 ;Arena;Tucuman;Producción;Min Alumbrera LTD
37;Calleri;-26,91901 ;-65,31770 ;Arena;Tucuman;Producción;Calleri Sebastián Constr
38;Martin;-26,88078 ;-65,70621 ;Arena;Tucuman;Producción;Flores Martin César
39;Don Felipe;-26,88420 ;-65,70496 ;Arena;Tucuman;Producción;Arnedo Gillermo Antonio
40;El Pedregal;-26,88566 ;-65,70452 ;Arena;Tucuman;Producción;Olima Luis Héctor
41;El Paraiso;-26,88746 ;-65,70379 ;Arena;Tucuman;Producción;Olima Maximo Antonio
42;El Cóndor;-26,88871 ;-65,72033 ;Arena;Tucuman;Producción;Condori Néstor Fernando
43;Del Pilar;-26,88944 ;-65,70376 ;Arena;Tucuman;Producción;Gómez Néstor Nicolás
44;Lalo;-26,89774 ;-65,70211 ;Arena;Tucuman;Producción;Medina Benito Eduardo
45;Sema;-27,05593 ;-65,47741 ;Arena;Tucuman;Producción;Sema Roque Pedro Augusto
46;San Jose;-26,99389 ;-65,24943 ;Arena;Tucuman;Producción;Jose Matias Soria
47;Miralejos;-26,97870 ;-65,24023 ;Arena;Tucuman;Producción;Canteras y Transporte López SRL
48;Soles;-26,97729 ;-65,23628 ;Arena;Tucuman;Producción;Cantera Miralejos SRL
49;Di Bacco lI;-26,62923 ;-65,35576 ;Arena;Tucuman;Producción;Di Bacco & cia SA
50;Munic. Bella Vista;-26,96767 ;-65,37591 ;Arena;Tucuman;Producción;Munic. Bella Vista
51;Diaz - Tipas;-26,22451 ;-65,49463 ;Arena;Tucuman;Producción;Elvio Andrés Diaz
52;El Sur;-27,04343 ;-65,25877 ;Arena;Tucuman;Producción;Jiménez Mauro Sebastian
53;Páez;-27,02883 ;-65,24296 ;Arena;Tucuman;Producción;Páez Valeria Mabel
54;La Bolsa l;-26,93924 ;-65,31697 ;Arena;Tucuman;Producción;Luca Paulino
55;Rocha Rio Colorado;-26,93335 ;-65,21299 ;Arena;Tucuman;Producción;Rocha Andrea Beatríz
56;Caspichango;-27,07469 ;-65,48500 ;Arena;Tucuman;Producción;Pedro Pascual Garez (Jaidar Maria)
57;Vargas;-27,04878 ;-65,26281 ;Arena;Tucuman;Producción;Vargas Rubén
58;Tradeco SRL - Hormeco SRL;-26,53403 ;-65,30724 ;Arena;Tucuman;Producción;Plano Julio
59;Tucuman Aridos;-26,78754 ;-65,15656 ;Arena;Tucuman;Producción;Tucuman Aridos SH
60;La Blanquita ll;-26,74295 ;-65,12919 ;Arena;Tucuman;Producción;López Fornando Luis
61;Cuevas;-26,93169 ;-65,21379 ;Arena;Tucuman;Producción;Cuevas
62;Vipos;-26,47856 ;-65,31003 ;Arena;Tucuman;Producción;D'Andrea Fernando E.
63;Las Tipas;-26,65569 ;-65,39227 ;Arena;Tucuman;Producción;Julio Plano
64;Cañas y Semilla;-26,94536 ;-65,20979 ;Arena;Tucuman;Producción;Isas Carlos - Cañas y Semilla
65;Aridos San Gabriel;-26,98149 ;-65,23310 ;Arena;Tucuman;Producción;Jacoub Omar Angel
66;Ova;-26,74930 ;-65,29650 ;Arena;Tucuman;Producción;OVA SRL
67;Ova;-26,62786 ;-65,05164 ;Arena;Tucuman;Producción;OVA SRL
68;La Victoria;-27,02629 ;-65,41626 ;Arena;Tucuman;Producción;Haro Matias Nicolás
69;La Tala;-27,02282 ;-65,26765 ;Arena;Tucuman;Producción;Zivillica Marcelo A.
70;Ex cantera - Relleno;-26,78416 ;-65,16096 ;Arena;Tucuman;Producción;Aridos del Salí SRL
71;San Andrés;-26,91218 ;-65,21171 ;Arena;Tucuman;Producción;Aridos del Salí SRL
72;Finca Moyano;-26,71778 ;-65,27874 ;Arena;Tucuman;Producción;Moyano Erbetta Federico
73;El Ejecutivo;-27,02274 ;-65,42714 ;Arena;Tucuman;Producción;El Ejecutivo S.R.L.
74;Jerico;-27,26294 ;-65,61188 ;Arena;Tucuman;Producción;Jerico SRL
75;La Candelaria;-27,32778 ;-65,63721 ;Arena;Tucuman;Producción;Jerico SRL
76;San Cayetano;-26,87289 ;-65,70548 ;Arena;Tucuman;Producción;Munic. Tafí del Valle
77;Costa I;-26,86018 ;-65,67111 ;Arena;Tucuman;Producción;Munic. Tafí del Valle
78;Com. San Pablo;-26,91175 ;-65,34628 ;Arena;Tucuman;Producción;Com San Pablo - Va. Nougués
79;La Cañada;-26,65958 ;-65,42187 ;Arena;Tucuman;Producción;Sáez Servicios SRL
80;Las Marias;-27,71742 ;-65,58727 ;Arena;Tucuman;Producción;Castro Maria Ines
81;El Naranjo Sur;-26,66926 ;-65,06519 ;Arena;Tucuman;Producción;Sandoval Cabrera Norma Estela
82;El Cacique;-26,71567 ;-65,09114 ;Arena;Tucuman;Producción;El Cacique SRL
83;San Agustin;-26,81282 ;-65,33170 ;Arena;Tucuman;Producción;Castelluccio Gerardo
84;Don Honorio;-26,68379 ;-65,07312 ;Arena;Tucuman;Producción;Benito Mercedes Beatriz
85;Munic. Tafi Viejo;-26,73303 ;-65,28827 ;Arena;Tucuman;Producción;Munic. Tafí Viejo
86;Munic. Y. Buena;-26,79871 ;-65,32865 ;Arena;Tucuman;Producción;Munic. Yerba Buena
87;Tte. Berdina;-27,04122 ;-65,48223 ;Arena;Tucuman;Producción;Mena Fernando Rafael
88;Caspichango;-27,06316 ;-65,47907 ;Arena;Tucuman;Producción;Mena Fernando Rafael
89;El Naranjo;-26,63974 ;-65,05472 ;Arena;Tucuman;Producción;Coop Trab Agrop del Este
90;Ezequiel Campero;-26,69694 ;-65,27206 ;Arena;Tucuman;Producción;Vaz S.A.S.
91;Medina;-26,54366 ;-65,02639 ;Arena;Tucuman;Producción;Leandro G. Alonso
92;La Sala;-26,57059 ;-65,02237 ;Arena;Tucuman;Producción;Coop Trab Agrop del Este
93;San Nicolas;-26,52565 ;-64,87948 ;Yeso;Tucuman;Producción;Cielorraso del Norte SRL
94;Ceramica Marcos Paz;-26,75424 ;-65,08551 ;Arcillas;Tucuman;Producción;Cerámica M. Paz S.R.L.
95;Ingrid-Astrid;-26,71401 ;-65,14790 ;Sulfato de sodio;Tucuman;Producción;INDUSTRIAS QUIMICAS Y MINERAS TIMBO SA
96;Turbal Patagonia Sur;-54,54100 ;-67,01200 ;Turba;Tierra del Fuego, Antártida e Islas del Atlántico Sur;Producción;PAEZ, Fabio Gabriel
97;Turbera Humus del Lago;-54,62000 ;-67,50200 ;Turba;Tierra del Fuego, Antártida e Islas del Atlántico Sur;Producción;GUEVARA Alberto Daniel
98;Turbera Laco's;-54,51400 ;-66,92500 ;Turba;Tierra del Fuego, Antártida e Islas del Atlántico Sur;Producción;LACOVARA Jorge
99;Turbera EDB;-54,53500 ;-66,96300 ;Turba;Tierra del Fuego, Antártida e Islas del Atlántico Sur;Producción;BATISTA LIMA, Eugelia
100;Turbera Arak;-54,62400 ;-67,37200 ;Turba;Tierra del Fuego, Antártida e Islas del Atlántico Sur;Producción;FONMAS S.R.L.
101;Kaiwet;-54,50300 ;-67,20600 ;Turba;Tierra del Fuego, Antártida e Islas del Atlántico Sur;Producción;SIMONETTA, Nestor
102;Establecimiento D y A;-54,52000 ;-67,01600 ;Turba;Tierra del Fuego, Antártida e Islas del Atlántico Sur;Producción;CANETE, Ramon Antonio
103;Agrotolhuin;-54,54500 ;-66,98100 ;Turba;Tierra del Fuego, Antártida e Islas del Atlántico Sur;Producción;PRODUCTORA COMERCIALIZADORA MARTINEZ SRL
104;Santa Monica;-54,53900 ;-66,95500 ;Turba;Tierra del Fuego, Antártida e Islas del Atlántico Sur;Producción;BARRIA, Monica Catalina
105;Turbera Lucas;-54,52700 ;-66,88700 ;Turba;Tierra del Fuego, Antártida e Islas del Atlántico Sur;Producción;Sucesión DOS SANTOS
106;Terra Australis;-54,61900 ;-67,76500 ;Turba;Tierra del Fuego, Antártida e Islas del Atlántico Sur;Producción;ROIG, Claudio Eduardo
107;Compofertil;-54,53900 ;-66,98000 ;Turba;Tierra del Fuego, Antártida e Islas del Atlántico Sur;Producción;RIVAS, Aldo Ramon
108;Turbera La Correntina;-54,55000 ;-66,98800 ;Turba;Tierra del Fuego, Antártida e Islas del Atlántico Sur;Producción;RUIZ, Mauricio Antonio
109;Kachem;-54,49900 ;-67,15400 ;Turba;Tierra del Fuego, Antártida e Islas del Atlántico Sur;Producción;OLDEMBURG, Ernesto Carlos
110;Turbera Laguna Negra;-54,52600 ;-66,94900 ;Turba;Tierra del Fuego, Antártida e Islas del Atlántico Sur;Producción;OLDEMBURG, Juan Francisco
111;Catalina II;-54,56300 ;-66,96200 ;Turba;Tierra del Fuego, Antártida e Islas del Atlántico Sur;Producción;CARDOZO, Anibal
112;Turbera Atlantico;-54,50400 ;-67,14400 ;Turba;Tierra del Fuego, Antártida e Islas del Atlántico Sur;Producción;CARDOZO, Anibal
113;La July;-54,53000 ;-66,99100 ;Turba;Tierra del Fuego, Antártida e Islas del Atlántico Sur;Producción;MINERA TERRAFERTIL FUEGUINA S.R.L.
114;Turbera AMT;-54,49300 ;-67,15600 ;Turba;Tierra del Fuego, Antártida e Islas del Atlántico Sur;Producción;Sucesión DOS SANTOS
115;Yacimiento TE-AL-EM I.C.C.;-54,50600 ;-67,15200 ;Turba;Tierra del Fuego, Antártida e Islas del Atlántico Sur;Producción;TEUBER, Danilo Fabian
116;Turbera Valle de Beraca;-54,62700 ;-67,38400 ;Turba;Tierra del Fuego, Antártida e Islas del Atlántico Sur;Producción;AMESTOY, Horacio
117;Turbera Transcontinental;-54,52300 ;-66,93900 ;Turba;Tierra del Fuego, Antártida e Islas del Atlántico Sur;Producción;HERRERA Hector
118;Turbera Sphagnum Fueguina S.A.;-54,53000 ;-66,96700 ;Turba;Tierra del Fuego, Antártida e Islas del Atlántico Sur;Producción;SPHAGNUM FUEGUINA S.A.
119;La Inesa;-54,54100 ;-67,02300 ;Turba;Tierra del Fuego, Antártida e Islas del Atlántico Sur;Producción;ROMANO, Juan Manuel
120;Valen Martu;-54,51700 ;-66,98300 ;Turba;Tierra del Fuego, Antártida e Islas del Atlántico Sur;Producción;MINERA TERRAFERTIL FUEGUINA S.R.L.
121;Turbera Del Sur;-54,52500 ;-66,96000 ;Turba;Tierra del Fuego, Antártida e Islas del Atlántico Sur;Producción;CARDOZO, Rafael
122;Turbera Sara;-54,55100 ;-66,96300 ;Turba;Tierra del Fuego, Antártida e Islas del Atlántico Sur;Producción;ESPINOZA de M., Rosa
123;Monte Quemado;-54,62900 ;-67,51200 ;Triturados pétreos;Tierra del Fuego, Antártida e Islas del Atlántico Sur;Producción;Constructora Dos Arroyos SA
124;LP;-54,42000 ;-67,21400 ;Triturados pétreos;Tierra del Fuego, Antártida e Islas del Atlántico Sur;Producción;Lenga Patagonia SA
125;LF 2010;-53,97800 ;-67,52400 ;Triturados pétreos;Tierra del Fuego, Antártida e Islas del Atlántico Sur;Evaluación económica preliminar;CAMPOS DE ALVEAR, Enrique
126;LF 2012;-53,99300 ;-67,53900 ;Triturados pétreos;Tierra del Fuego, Antártida e Islas del Atlántico Sur;;Sociedad Anónima Ganadera y Financiera Bridges & Reynolds
127;Pioneros Fueguinos;-54,61500 ;-67,73500 ;Triturados pétreos;Tierra del Fuego, Antártida e Islas del Atlántico Sur;Evaluación económica preliminar;IVANDIC FIQUE, Jorge
128;El Salvador II;-53,58500 ;-68,53200 ;Triturados pétreos;Tierra del Fuego, Antártida e Islas del Atlántico Sur;Producción;FEFERBAUM, Jorge
129;El Salvador III;-53,70200 ;-68,54600 ;Triturados pétreos;Tierra del Fuego, Antártida e Islas del Atlántico Sur;Producción;FEFERBAUM, Jorge
130;LA NORMA;-32,86318 ;-65,65747 ;Feldespato;San Luis;Producción;PIEDRA GRANDE S.A.M.I.C.A. y F.
131;EL CORAJE;-32,38716 ;-65,65747 ;Feldespato;San Luis;Producción;PIEDRA GRANDE S.A.M.I.C.A. y F.
132;IGUAZU;-32,76074 ;-65,920641;Feldespato;San Luis;Producción;PIEDRA GRANDE S.A.M.I.C.A. y F.
133;REY DAVID;-32,36759 ;-65,555420;Feldespato;San Luis;Producción;PIEDRA GRANDE S.A.M.I.C.A. y F.
134;LA YOQUETA;-32,61169 ;-65,527089;Feldespato;San Luis;Producción;PIEDRA GRANDE S.A.M.I.C.A. y F.
135;LA PUNTILLOSA;-32,34843 ;-65,547976;Feldespato;San Luis;Producción;PIEDRA GRANDE S.A.M.I.C.A. y F.
136;LA PUNTILLOSA PONIENTE;-32,34658 ;-65,548277;Feldespato;San Luis;Producción;PIEDRA GRANDE S.A.M.I.C.A. y F.
137;VIRGEN DEL MILAGRO;-33,13653 ;-65,196792;Feldespato;San Luis;Producción;PIEDRA GRANDE S.A.M.I.C.A. y F.
138;CECER;-32,93355 ;-65,671276;Feldespato;San Luis;Producción;PIEDRA GRANDE S.A.M.I.C.A. y F.
139;LA VIQUITA;-32,85824 ;-65,110498;Feldespato;San Luis;Producción;PIEDRA GRANDE S.A.M.I.C.A. y F.
140;GENIDEY;-32,90504 ;-65,61274 ;Feldespato;San Luis;Producción;PIEDRA GRANDE S.A.M.I.C.A. y F.
141;JUAN BOLICHE;-32,89201 ;-65,62718 ;Feldespato;San Luis;Producción;PIEDRA GRANDE S.A.M.I.C.A. y F.
142;CLARY;-32,89650 ;-65,63008 ;Feldespato;San Luis;Producción;PIEDRA GRANDE S.A.M.I.C.A. y F.
143;INDEPENDENCIA ARGENTINA;-32,90549 ;-65,92486 ;Feldespato;San Luis;Producción;PIEDRA GRANDE S.A.M.I.C.A. y F.
144;SAN ELIAS;-32,85786 ;-65,12054 ;Feldespato;San Luis;Producción;PIEDRA GRANDE S.A.M.I.C.A. y F.
145;LA YOQUETA NORTE;-32,60655 ;-65,52414 ;Feldespato;San Luis;Producción;PIEDRA GRANDE S.A.M.I.C.A. y F.
146;LA IDEAL;-33,02499 ;-65,72681 ;Feldespato;San Luis;Producción;PIEDRA GRANDE S.A.M.I.C.A. y F.
147;LOS MELLIZOS;-32,57669 ;-65,41622 ;Feldespato;San Luis;Producción;MINERA MELLIZOS BLANCO SRL
148;CLAVELIN;-32,44352 ;-65,55657 ;Feldespato;San Luis;Mantenimiento;MINERA MELLIZOS BLANCO SRL
149;LOS CARDENALES;-32,54971 ;-65,47477 ;Feldespato;San Luis;Mantenimiento;MINERA MELLIZOS BLANCO SRL
150;LA IGLESIA;-32,42030 ;-65,52105 ;Feldespato;San Luis;Producción;MINERA MELLIZOS BLANCO SRL
151;JUAN Y VICTORIA;-32,19014 ;-65,30618 ;Feldespato;San Luis;Mantenimiento;MINERA MELLIZOS BLANCO SRL
152;LA ORQUIDEA;-33,26047 ;-65,54422 ;Cuarzo;San Luis;Producción;PIEDRAS PUNTANAS SRL
153;LA RIPIERA;-33,26180 ;-65,54818 ;Cuarzo;San Luis;Mantenimiento;PIEDRAS PUNTANAS SRL
154;DON PACO III;-32,71520 ;-65,51536 ;Feldespato;San Luis;Producción;MANSILLA CARLOS
155;LA RUMARI;-32,84919 ;-65,67455 ;Feldespato;San Luis;Producción;Lara Eva Allende
156;LEONELA;-32,89527 ;-65,83845 ;Caliza;San Luis;Producción;CEMENTOS AVELLANEDA S.A.
157;CANTERA CEMENTOS AVELLANEDA;-32,89497 ;-66,84090 ;Caliza;San Luis;Producción;CEMENTOS AVELLANEDA S.A.
158;CANTERA MASTER LAJA ;-33,11156 ;-65,98618 ;Piedra laja;San Luis;Producción;MASTER LAJA S.A.
159;EL LATINO;-33,076311;-65,992506;Piedra laja;San Luis;Mantenimiento;
160;DON FROILAN;-33,071420;-65,970029;Piedra laja;San Luis;Mantenimiento;
161;SALINAS DEL BEBEDERO;-33,521985;-66,660393;Cloruro de sodio;San Luis;Producción;COMPAÑÍA INTRODUCTORA BUENOS AIRES S.A.
162;CERRO LA GARRAPATA;-33,695557;-65,140115;Basalto;San Luis;Producción;BASALTO INDUSTRIAL Y COMERCIAL S.R.L.
163;SAM TOM I;-32,990621;-65,999901;Feldespato;San Luis;Producción;ARCE JONATHAN EZEQUIEL
164;MAXI;-33,013995;-66,852879;Yeso;San Luis;Producción;BECERRA JUAN MARCELINO
165;LAS BISNIETAS;-32,658173;-65,692428;Granito;San Luis;Producción;MINERA DEL SALTO SRL
166;LA UNION XXIX PARCELA 4;-33,025803;-66,870453;Yeso;San Luis;Producción;MULTIFERT S.A.
167;SAN CARLOS PERLA GRIS DEL SALTO;-32,664271;-65,691564;Granito;San Luis;Producción;GENARO Y ANDRES DE STEFANO SACIAyG
168;SALTO;-32,736904;-65,714980;Feldespato;San Luis;Producción;VALDEON VICTOR HUGO
169;SINAI;-32,570495;-65,445250;Feldespato;San Luis;Producción;SUAREZ DAVID NELSON
170;DON RODOLFO;-32,704562;-66,057889;Feldespato;San Luis;Producción;PRIETO WALTER ESTEBAN
171;EL LLAVERO;-32,126080;-65,250229;Feldespato;San Luis;Producción;OCHOA RAUL ERNESTO
172;MARGARITA I;-33,034461;-66,869924;Yeso;San Luis;Producción;PIZARRO JOSE ANTONIO
173;MI ANGEL;-32,909759;-65,940316;Feldespato;San Luis;Producción;BPA ARGENTINA S.A.
174;EL DELGADO;-32,529826;-65,415629;Feldespato;San Luis;Producción;DRYON FRANCISCO
175;DON ESTEBAN;-32,947579;-65,956172;Feldespato;San Luis;Producción;DEHUAI GEO SUDAMERICANA S.A.
176;LA ABUNDANCIA;-32,440401;-65,616974;Arena;San Luis;Producción;VOLADURAS SAN LUIS SRL
177;LA LURDITA;-33,341731;-66,816696;Arena;San Luis;Producción;CASTILLO, RAFAEL RAUL
178;LA GRUTA V;-33,631595;-65,571975;Arena;San Luis;Producción;LA GRUTA S.R.L.
179;LOS CUATRO POZOS;-35,562182;-65,168940;Arena;San Luis;Producción;MINERIA Y SERVICIOS S.A.
180;JUAN JOSE;-32,562784;-65,516444;Arena;San Luis;Producción;MORA RAMON ROQUE
181;LA CUYANA;-33,214030;-66,296113;Arena;San Luis;Producción;ARENERA EL CHORRILO S.R.L.
182;LA NEGRA;-32,845770;-66,265354;Arena;San Luis;Producción;ARENERA EL CHORRILO S.R.L.
183;RICARDHINO;-33,393110;-67,014379;Arenas silíceas;San Luis;Producción;MARIÑELARENA RICARDO RAMON
184;RINCON DEL VALLE ARIDOS;-33,398298;-66,989313;Arena;San Luis;Producción;PEREZ EULALIO
185;EN CAMINO;-33,346255;-66,405974;Arena;San Luis;Producción;SE.MI.S.A.
186;LA GRAVA;-32,927966;-66,377059;Arena;San Luis;Producción;SE.MI.S.A.
187;DESEMBANQUE RIO NOGOLI;-32,979446;-66,425605;Arena;San Luis;Producción;SE.MI.S.A.
188;DESEMBANQUE RIO CHORRILLO;-33,347290;-66,393068;Arena;San Luis;Producción;SE.MI.S.A.
189;POZO ESCONDIDO;-33,366345;-66,379634;Arena;San Luis;Producción;VIDELA OSCAR ALEJANDRO
190;LA ESPERANZA;-33,274916;-66,384195;Arena;San Luis;Producción;CONCORDIA S.R.L
191;EL CAPRICHO;-33,109673;-65,624690;Arena;San Luis;Producción;FSG ARIDOS S.H.
192;MIRASOL;-32,598317;-65,255571;Arena;San Luis;Producción;AGUILERA JOSE ANGEL
193;DON OSCAR;-33,366208;-66,378540;Arena;San Luis;Producción;VIDELA PABLO DANIEL
194;DON OSCAR II;-33,348980;-66,385550;Arena;San Luis;Producción;VIDELA PABLO DANIEL
195;CONVENIO PROTAMBO-SAN LUIS AGUA;-33,387426;-66,503706;Arena;San Luis;Producción;PROTAMBO S.A.
196;EL CHACHO;-32,435938;-65,043443;Arena;San Luis;Producción;ROBERTO ULISES TRACCHIA
197;LA CANTERITA;-33,708645;-65,462242;Arena;San Luis;Producción;BERNABEU JORGE FREDY
198;LUCO I;-32,454365;-65,016452;Arena;San Luis;Producción;HERNANDEZ GREGORIO RAFAEL
199;ENCAUZAMIENTO ARROYO EL TIGRE;-32,335996;-65,008743;Arena;San Luis;Producción;FERNANDEZ ROBERTO ANTONIO
200;ENCAUZAMIENTO ARROYO EL TIGRE;-32,336093;-65,012291;Arena;San Luis;Producción;ZAPATA CRISTIAN MARCELO
201;ENCAUZAMIENTO ARROYO EL TIGRE;-32,338909;-65,023621;Arena;San Luis;Producción;BURI ALDO JULIO
202;POLO;-32,508748;-65,005830;Arena;San Luis;Producción;FIOCHETTA JOSE EMANUEL
203;LEO;-33,872289;-65,207801;Arena;San Luis;Producción;ORLANDO LUIS EMMANUEL
204;COSTA;-32,444630;-66,522877;Arena;San Luis;Producción;COSTA JOSE NORBERTO
205;LA ESTHER;-32,524051;-65,029412;Arena;San Luis;Producción;CEBALLOS GONZALO SEBASTIAN
206;ENCAUZAMIENTO ARROYO EL RINCON;-32,365511;-65,005567;Arena;San Luis;Producción;NOVA VIAL SRL
207;HORMIGON MERCEDES IV;-33,704303;-65,459670;Arena;San Luis;Producción;HORMIGON MERCEDES S.A.
208;Petrea I;-28,511513;-65,808399;Arena;Catamarca;Producción;D´Agostini Fernando Aquelino
209;Áridos Catamarca;-28,553356;-65,788449;Arena;Catamarca;Producción;Soria Leiva Julio Ariel
210;Francisco;-28,528454;-65,747455;Arena;Catamarca;Producción;Ollier Juan Alejandro
211;Cantera B;-28,518550;-65,719704;Arena;Catamarca;Producción;Guido Moguetta Prevedello
212;Áridos del Este;-28,512554;-65,710844;Arena;Catamarca;Producción;Llance Gonzalo Edgardo
213;Ediciones SRL;-28,524838;-65,738812;Arena;Catamarca;Producción;Ediciones SRL
214;Río Miraflores;-28,618847;-65,848719;Arena;Catamarca;Producción;Sucesión de  Guido Moguetta
215;La Generosa;-28,735090;-66,005019;Arena;Catamarca;Producción;Fikinger, Martín Ricardo
216;Ralu;-29,209078;-65,446965;Arena;Catamarca;Producción;Verdu Vicente Ricardo
217;Don Raúl;-29,196712;-65,454736;Arena;Catamarca;Producción;De María Roman Maximiliano
218;La Segunda Aconquija;-27,521774;-66,079765;Arena;Catamarca;Producción;Sucesión de Guido Moguetta
219;Río El Bolsón;-27,001765;-66,745681;Arena;Catamarca;Producción;Sucesión de Guido Moguetta
